INPUT:text	INPUT:text_id	GOLDEN:is_correct	HINT:text
L'histoire de l'île durant la Seconde Guerre mondiale et le ressenti de la population — interloquée et effrayée — sont connus par un chant composé après la guerre. Durant cette période, Fais est défendue par des forces navales japonaises stationnées sur l'île et un champ de mine est installé sur le plateau. De jeunes hommes sont envoyés sur les îles Yap afin d'y travailler aux défenses contre les bombardements américains. Un sous-marin américain, le USS Drum tire sur les installations japonaises de l'île le 4 juillet 1944. Un contact avec un navire de reconnaissance américain a lieu le 20 décembre 1944. Par la suite, l'île est bombardée par les navires américains et la population ne peut se réfugier que dans des abris de fortune. Des forces armées investissent l'île avec des véhicules amphibies le 1er janvier 1945. Le 4 janvier 1945, les insulaires sont rassemblés devant la maison du chef suprême de l'île pour y assister à la levée du drapeau américain. 	4316	yes	Tout va bien ici.
Le mâle, avec sa longue huppe aux plumes jaune d'or, a donné son nom vernaculaire à l'espèce. Elle descend jusque sur le haut de la nuque, et sur la collerette orange vif et rayée de noir recouvrant le cou. Il peut ébouriffer ces plumes pour la parade nuptiale, comme le feraient les coqs lors de combats. Le haut du dos est vert émeraude, le reste est jaune vif jusqu'au croupion, ainsi que les plumes de la base de la queue. Le reste de la longue queue est marbré de beige et de noir. L'iris est jaune, ainsi que le bec et les pattes.	4398	yes	Tout va bien ici.
Après la mise en place à partir de 2013 d'un régime autoritaire par le président Abdulla Yameen, élu en 2013, et l'invalidation de la candidature de l’ancien président déchu Mohamed Nasheed par la commission électorale, Ibrahim Mohamed Solih est désigné candidat du Parti démocrate pour l'élection présidentielle de 2018. Il est à la tête d'une coalition hétéroclite d'opposition. Celle-ci se compose du PDM, de la faction pro-Gayoom du PPM, du Parti républicain et du Parti de la justice. Solih prend alors Naseem comme colistier. Les médias ne couvrent pas la campagne électorale du binôme d'opposition, de crainte de représailles.	4368	yes	Tout va bien ici.
L'adoption d'enfants est une pratique traditionnelle très répandue sur Fais. Elle s'effectue majoritairement entre membres de la même communauté pour des raisons sociales, politiques et économiques. Les familles proposant des enfants à l'adoption n'ont généralement pas les moyens de tous les nourrir convenablement. Les adoptants sont des couples sans enfants, n'ayant que des garçons ou que des filles et souhaitant varier les sexes puisqu'à chaque sexe sont dévolues des tâches dans les activités de subsistance. Les chefs de village adoptent aussi volontiers car ils ont beaucoup de terrain agricole et ils cherchent des bras. Ces adoptions visent également à détacher l'enfant d'une identification exclusive à sa famille naturelle à laquelle il peut toujours rendre visite du fait de la proximité des habitats. En 1977, D. Rubinstein constate que 92 % des enfants de l'île ont fait l'objet d'une adoption mais que seuls 20 % d'entre eux vivent effectivement dans la bogota de leurs parents adoptifs. Ce chiffre s'élève lorsque le couple n'a pas d'enfants au moment de l'adoption. Ces adoptions traditionnelles n'ont le plus souvent pas d'existence légale. Après son mariage, toutefois, l'époux accompagné de sa famille emménage dans un tiers des cas seulement dans la maison de ses parents adoptifs,.	4341	yes	Tout va bien ici.
L'île compte en 1909 un total de 34 familles, chiffre identique en 2007,. Chacun des trois villages compte dix familles ou plus comprenant de 3  à   15 membres. Les familles, agnatiques et patrilocales, possèdent généralement de trois à cinq bâtiments. Cet ensemble de constructions est désigné par le terme bogota également employé pour nommer la famille et les parcelles de terrain de premier niveau. La famille rassemble plusieurs frères ou agnats, leurs femmes —  qui conservent leurs droits sur l'héritage de leurs parents — et les enfants non mariés,, auxquels peut s'ajouter un parent veuf. Le statut de chaque personne dépend des biens patrilocaux. Avant la colonisation, les familles possédaient des connaissances spécialisées dans un domaine comme les rituels magiques associés à certaines techniques de pêche ou d'agriculture, la construction de canoë, la direction des danses, le tissage du machi. Les familles occupant un rang principal, c'est-à-dire la moitié d'entre elles, devaient chaque année fournir une variété spéciale de machi, le mmul au chef unique de l'île. Celui-ci le déposait sur une étagère aux esprits pendant quatre jours en offrande aux ancêtres avant de le ranger soigneusement.	4340	yes	Tout va bien ici.
Sybile Moulin, dans sa thèse (2003), a étudié la validité de ces sous-espèces par des études morphologiques, génétiques et biogéographiques. D’après les analyses morphologiques, elle distingue trois groupes : celui du nord, nycthemera et fokiensis ; celui du sud, lewisi, annamensis, engelbachi et beli ; un groupe intermédiaire constitué de rufipes, jonesi, occidentalis, ripponi et beaulieui. Elle ne se prononce pas sur omeiensis et rongjiangensis faute d’échantillons. L’analyse moléculaire ne fait ressortir que deux clades : l’un situé à l’est du fleuve rouge (nycthemera, fokiensis, berliozi et whiteheadi), l’autre situé à l’ouest (rufipes, jonesi, occidentalis, ripponi, beaulieui, lewisi, annamensis et engelbachi). Les autres formes n’ont pas été analysées faute d’échantillons utilisables. Finalement, elle ne conserve que les sous-espèces nycthemera (incluant nycthemera et fokiensis) ; rufipes (regroupant rufipes, jonesi, ripponi, beaulieui, occidentalis) ; annamensis (incluant annamensis et engelbachi) ; et whiteheadi. Elle garde également beli, rongjiangensis et omeiensis, au bénéfice du doute, faute d’échantillons suffisants.	4372	yes	Tout va bien ici.
Le Père Renauld, missionnaire français en Annam, découvrit cette espèce en 1895 dans les montagnes de la province de Quang Tri, à une trentaine de kilomètres au nord-ouest de Huê au Viêt Nam. Il envoya quatre spécimens naturalisés au muséum de Paris d’après lesquels Oustalet fit sa description. Vingt huit années s’écoulèrent avant que l’on entende reparler de ce faisan et aucun spécimen vivant ne fut importé jusqu’en 1924 quand Jean Delacour en ramena 15 exemplaires de sa première expédition en Indochine. Sur ces quinze spécimens, Delacour garda quatre mâles et trois femelles à Clères, tous les autres étant des coqs qu’il offrit à différents jardins zoologiques et à des amis. Les années suivantes, d’autres spécimens furent capturés vivants ou mis en peau sur place. Les uns furent ramenés en Europe ou envoyés chez des amis de Delacour, les autres rejoignirent les muséums de Paris et Londres. Ces importations ont été étudiées en détail par Ciarpaglini et Hennache (1997) puis par Hennache et Dickinson (2000). Lors de la deuxième expédition, Delacour n’a obtenu que sept mâles qui furent tous mis en peau mais, en avril 1926 au cours d’un voyage au Japon, il offrit à Taka-Tsukasa deux mâles et une femelle (des volières de Pierre Jabouille au Viêt Nam), ces oiseaux firent souche l’année suivante. Il fallut attendre la quatrième expédition pour que des faisans d’Edwards vivants arrivent à nouveau en Europe. Aucun faisan d’Edwards ne fut capturé lors de la cinquième expédition. Les sixième et septième expéditions de Delacour ne permirent pas non plus de ramener d’autres oiseaux vivants. La seconde guerre mondiale et les combats qui sévirent au Viêt Nam ont empêché toute recherche du faisan d’Edwards. L’usage de défoliants et la déforestation liée à l’agriculture ont réduit la forêt originelle à des lambeaux si bien qu’entre 1988 et 1992, BirdLife organisa plusieurs expéditions pour retrouver l’espèce mais en vain. En 1992, au congrès de Lahore, le faisan d’Edwards fut déclaré probablement éteint mais quelques exemplaires furent découverts de façon épisodique jusqu’en 2000.	4373	yes	Tout va bien ici.
Une piste d’atterrissage construite au début des années 1990 permet l'accueil de petits avions. L'un d'eux, exploité par une mission protestante locale, la Pacific Missionary Air Service, réalise la liaison entre Ulithi, Fais et les Îles Yap, deux fois par semaine avec deux Beechcraft Queen Air. Ces vols ont pour principale fonction d'assurer le transport vers l'hôpital de Yap de personnes ayant besoin de soins médicaux urgents mais les passagers, jusqu'à huit, et le fret sont possibles. Les tarifs sont cependant trop élevés pour la plupart des familles,,. À partir du 15 février 2018 et toutes les deux semaines, un avion de la Caroline Islands Air assure le trajet Îles Yap-Ulithi-Fais-Îles Yap. Un navire gouvernemental effectue également des voyages mensuels irréguliers permettant l'approvisionnement et quelques exportations,.	4339	yes	Tout va bien ici.
L'étude des restes de poisson, couplée à d'autres sources d'informations, amènent Rintaro Ono et Michiko Intoh à proposer une pêche régulière mais peu soutenue des espèces côtières, du fait de l'environnement récifal limité, et donc une exploitation intensive des espèces en pleine mer, notamment le requin, les Serranidae (dont le mérou) et entre 400 et 800 le thon. Ces trois espèces sont les poissons les plus péchés à Fais depuis les débuts de l'occupation humaine. Après 800, la proportion de thon diminue sans doute pour des raisons climatiques. La pêche du requin et du mérou est beaucoup plus importante que partout ailleurs en Micronésie mais aussi en Polynésie et celle du thon est comparable à celle pratiquée en Polynésie. La taille des poissons indique une prédominance du requin et du thon comme source de protéine. Dans des niveaux datés entre 1300 et 1800, les coquilles consommées ou collectées dans des inhumations indiquent un ramassage autour des récifs de corail.	4313	yes	Tout va bien ici.
Au début des années 2000, moins de 25 femmes de Fais, surtout des femmes de 40 ans et plus, savent encore tisser le machi. Aucune femme de moins de 30 ans ne sait le réaliser et n'en comprend la signification culturelle. Les causes de cette perte de savoir-faire sont pour D. Rubinstein et S. Limol les influences modernisatrices, en particulier la scolarisation occidentale, l'économie salariale et la migration urbaine. Pour les femmes de Fais encore détentrices de ce savoir, elles seraient le manque de discipline perçu chez les jeunes femmes, leur manque d'intérêt pour la tradition et l'abandon par la communauté de Fais de la coutume d'avoir des femmes dans les grandes maisons menstruelles pendant leurs périodes et après l'accouchement. Un projet de relance et de sauvegarde de cet artisanat a été initié en 2001 à l'instigation notamment de S. Limol, originaire de Fais, dirigeant d'entreprise et avec l'appui financier du Workforce lnvestment Act (WIA) à Yap financé par les États-Unis. Il a pu être mené à bien après accord des femmes de Fais, des chefs traditionnels du Conseil de Tamol et malgré la résistance de certains hommes pour des raisons de traditionalisme idiosyncratique, d'opposition à la méthode d'enseignement hors du cadre familial, à la transmission de ce savoir-faire jugé comme appartenant à Fais à des femmes d'autres communautés et à la monétarisation de ce patrimoine très chargé symboliquement. Le chef suprême de Fais a fourni en 2003 un terrain bordant l'école élémentaire de l'île pour la construction d'un bâtiment traditionnel en chaume, érigé par les habitants de l'île, pour loger l'école de machi. Les premières étudiantes ont été diplômées en 2004.	4338	yes	Tout va bien ici.
En réalité, on comprend à la lecture des archives que le faisandier gère les deux types de faisans : il observe certes les couples sauvages dans le bois attenant le pavillon, mais il entretient une volière dans un biotope adéquat entouré d’un mur de pierres sèches de plus de 2,5 m de hauteur. Pour l'élevage des faisans, on a aménagé dans le parc un enclos spécial avec la « maisonnette » du faisandier. L'enclos mesurait 120 m de long et 100 m de large. À côté de cette maison il y avait des champs de céréales qui n'étaient pas toujours moissonnés  afin de permettre aux faisans, perdrix, pintades de manger les grains qui tombaient. Des traqueurs et du tireur faisaient la chasse aux prédateurs dont on rapportait les pattes et la queue à la chambre des comptes à Saverne. En 1730, on pouvait atteindre plus de 800 faisandeaux à l'intérieur de la faisanderie. Le président de la chambre des comptes de Saverne signale que les faisandeaux  à l'extérieur de la faisanderie sont plus robustes que ceux du dedans.	4426	yes	Tout va bien ici.
La parade nuptiale comporte trois types différents de postures qui ne semblent pas s’enchaîner dans un ordre précis. Dans le cas le plus courant, le mâle, caroncules déployées, incline l’aile située du côté de la femelle et relève l’aile opposée, exhibant à la femelle son dos et ses épaules colorés. Ainsi paré, il se déplace en cercles autour de la femelle en criant. Cette parade est rare chez les Lophura, le faisan de Swinhoe étant la seule espèce à la pratiquer régulièrement. Dans une deuxième attitude, typique des Lophura, le mâle dilate amplement ses caroncules rouges dont le lobe supérieur dépasse largement le sommet de la tête, hérisse ostensiblement sa huppe blanche, déploie sa queue en éventail, dresse la tête et danse avec exubérance autour de la femelle tout en faisant vibrer ses ailes et en émettant un cri aigu et prolongé. Dans la troisième posture, le mâle se tient debout près de la femelle couchée, caroncules dilatées, huppe érigée, plumes du cou gonflées tout en battant des ailes en émettant des cris.	4393	yes	Tout va bien ici.
Les îles Carolines sont sous domination espagnole du XVIe siècle jusqu'à la fin du XIXe siècle, mais la plupart des communautés des îles de l'actuel État de Yap n'ont que peu de contacts avec les Européens et vivent en toute indépendance. En 1885, à la suite d'un conflit entre l'Espagne et l'Allemagne, l'arbitrage de Léon XIII en confirme la possession à l'Espagne contre des avantages commerciaux pour l'Allemagne. Celle-ci acquiert ces îles en 1899 et les intègrent à la Nouvelle-Guinée allemande,. Au début de la première guerre mondiale, en 1914, l'Empire du Japon occupe la zone. Cette occupation est légalisée dans le cadre du Mandat des îles du Pacifique créé en 1919 par la Société des Nations. Le phosphate de l'île est exploité par les japonais entre 1937 et 1944.	4315	yes	Tout va bien ici.
L'utilisation du boost et des attaques est differente selon les opus successifs. Les episodes puristes (F-Zero, F-Zero Grand Prix 2 ou BS F-Zero et F-Zero Maximum Velocity) permettent de booster une seule fois par tour effectue. Lors de l'enclenchement du boost le vaisseau depasse sa vitesse maximale normale pendant 5 secondes puis ralentit. Tous les autres episodes permettent de booster a volonte des le debut du deuxieme tour. Le boost est alors une franche acceleration de courte duree. Toutefois chaque coup de boost entame la barre d'energie. Celle-ci peut alors se recharger en pilotant dans les zones de recharges qui sont signifiees par des barres colorees se trouvant sur le circuit.	27	yes	Tout va bien ici.
Le faisan du Viêt Nam est découvert en 1964, et Vo Quy le décrit en 1975 sous le nom scientifique Lophura hatinhensis. Il est alors reconnu comme une espèce propre par la communauté scientifique, quoique parfois traité comme sous-espèce du Faisan d'Edwards Lophura edwardsi hatinhensis (del Hoyo et al. 1994). La validité du taxon est remise en cause dans les années 2000 (Madge & McGowan 2002, Hennache & Ottaviani 2005). De nombreux avis divergents sur leur taxinomie apparaissent. Certains ornithologues pensent qu'il pourrait s'agir d'un hybride, d'une sous-espèce ou d'un mutant génétique du Faisan d'Edwards.	4405	yes	Tout va bien ici.
Le faisan de Swinhoe partage son île avec le faisan mikado (Syrmaticus mikado), la torquéole de Formose (Arborophila crudigularis) et le faisan de Colchide (Phasianus colchicus formosanus) mais n’entre pas en compétition interspécifique directe avec eux. Comme le rapporte Severinghaus (1980), il existe même un phénomène de commensalisme entre le faisan de Swinhoe et la torquéole de Formose, tandis que la perdrix gratte la litière avec les pattes, le faisan  la suit et creuse le sol meuble avec le bec. Severinghaus (1980, 1996) ajoute que le furet (Melogale moschata) représente probablement le plus grand prédateur mammalien et qu’un autour huppé (Accipiter trivirgatus) a été observé en train de dévorer une femelle de faisan de Swinhoe.	4394	yes	Tout va bien ici.
Jacques Canetti, de retour des États-Unis avec Michel Legrand au début des années 1950, fait découvrir le rock à Boris Vian, qui commence à écrire des chansons dans le même genre. Dans une note technique, il en retient deux aspects : « un aspect sensuel, pour ne pas dire érotique, et un aspect comique. » C'est pourtant ce second aspect, moins important, qu'il privilégie, car « le côté exutoire du rock'n roll n'a pas de raison d'être en France, où le public n'est pas paralysé par le puritanisme au même degré [qu'aux États-Unis]. »	4289	yes	Tout va bien ici.
La ville a été parfois touchée par des attentats à la bombe dans le cadre du conflit armé du Nord-Ouest du Pakistan qui a conduit à la recrudescence des attentats dans le pays, surtout depuis 2007. La ville de Faisalabad est relativement peu touchée en comparaison des autres grandes villes du pays. L'attaque la plus violente a lieu le 8 mars 2011 et coûte la vie à près de trente personnes. L'attaque visait une station essence située près de bâtiments de l'administration. Ces derniers n'ont pas été touchés mais l'explosion a provoqué d'importants dégâts, notamment à des locaux de la Pakistan International Airlines.	4371	yes	Tout va bien ici.
Depuis  1719, la Faisanderie devint un  parc de chasse qui n’a pas été créé ex nihilo pour les princes-évêques  résidant au château de Saverne. Il existait déjà auparavant le domaine de chasse désignée en langue allemande par « Tiergarten »,  terme qu’on connaît davantage pour le parc au centre même de Berlin. Le 8 juin 1718, le cardinal Armand-Gaston-Maximilien de Rohan promulgua un règlement de chasse pour cette domaine giboyeux afin d’annuler les permissions de chasse sur les terres de l’évêché de Strasbourg dont certains chasseurs auraient abusé auparavant. Ce ne fut pas la fin des permissions spéciales pour chasser dans le bois de la Faisanderie, cela revint  à redémarrer une nouvelle phase où le cardinal se réserva d’abord  le droit d’accorder de nouvelles permissions et finança ensuite une équipe de garde-chasses pour verbaliser les contrevenants, appréhender les braconniers ou détruire les pièges posés par ceux-ci. En dehors des garde-chasses, le cardinal fit appel à des garenniers et  des faisandiers. Des territoires de chasse étaient aménagés à proximité directe du château. En 1716, Armand Gaston de Rohan avait fait aménager une garenne en contrebas du château du Haut-Barr destinée à l’élevage des lapins ; il reste aujourd’hui encore  des vestiges de cette garenne entourée d’un mur. Une partie de la forêt de la Monsau, à l’est du château épiscopal, fut attribuée à l’élevage et à la chasse des faisans. Le parc de la Faisanderie sera complètement entouré d’un mur à partir de 1730 et sa surface totale intra-muros atteignait environ 350 ha . Dès qu’une chasse était annoncée, garenniers et faisandiers lâchaient lapins et faisans pour être sûr que le gibier ne manquerait pas quand les invités de marque du cardinal arriveraient dans les bois pour les plaisirs cynégétiques très en vogue à l’époque. À partir 4 août 1789, le droit de chasse aristocratique fut supprimé. Il faudra attendre la loi du 3 mai 1844 pour que le braconnage soit réprimé et les nouveaux règlements de chasse soit promulgués en fonction du droit de propriété.	4424	yes	Tout va bien ici.
,,,,,,,,,,??????????????????????????????????????????????????????????	0	no	Le texte illisible.
L'idee de la serie a ete inspiree a F'murr par un berger qu'il avait eu l'occasion d'observer lors d'un sejour chez sa s?ur, dans les Alpes, qui l'avait marque parce qu'il « ne se foulait guere et que son chien faisait tout le boulot pour lui ». \displaystyle$$Peu a peu, F'murr se desinteresse du rapport de force existant entre le chien, les brebis et le vieux berger, lequel est de moins en moins present et fini par disparaitre completement au profit d'Athanase, son jeune remplacant, pour se concentrer sur Athanase et Romuald. \displaystyle\displaystyleF'murr a toujours a c?ur de renouveler sans cesse la serie pour eviter la routine  et surprendre constamment le lecteur.	1	no	"Le texte contient des insertions incorrectes: ""\displaystyle"" et ""$$"""
En 1976, Jean-Pierre Dionnet propose a F'murr de travailler pour Metal Hurlant dont il est le redacteur en chef, en lui demandant une serie de science-fiction. F'murr realise tout d'abord un episode de 4 planches intitule Une aventure de Ludovic Gasteropode : les pieds sur l’estomac, dans lequel interviennent des extra-terrestres, puis un second episode dans lequel il introduit le personnage de Jeanne d'Arc, ce qui provoque un derapage de la serie « dans une toute autre direction », la chute de chaque recit devant amener Jehanne sur le bucher. Ainsi nait la serie Jehanne d'Arc, qui connait quelques recits de 2 pages chacun en 1976 et 1977. Alors que des changements interviennent dans la direction de Metal hurlant, F'murr est sollicite par la redaction du nouveau mensuel (A suivre&#11036;&#11027;), auquel il propose Jehanne d'Arc (orthographiee Jehanne d'Arque&#11023;&#11098;), realisant ainsi sa premiere histoire longue, pour laquelle il reutilise les recits deja existant en les reliant entre eux, qui est publiee en album par Casterman dans la collection Les Romans (A suivre) en 1980 sous le titre Jehanne au pied du mur. Une suite, consacree a Timofort, le fils de Jehanne, est publiee en 1985 sous le titre Tim Galere.	2	no	"Le texte contient des insertions incorrectes: ""&#11036;&#11027;"" et ""&#11023;&#11098;"""
